EmployeeNumber,Age,Attrition,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1914,35,No,Sales,27,1,Life Sciences,1,3,Female,73,2,4,Laboratory Technician,2,Single,1728,25053,3,Y,No,13,3,1,8,0,19,6,1,25,4,9,16
1915,55,No,Sales,26,4,Life Sciences,1,1,Female,47,3,2,Manufacturing Director,1,Single,18915,24202,2,Y,No,23,4,1,8,0,13,4,3,13,3,13,7
1916,52,Yes,Sales,17,1,Medical,1,1,Female,45,2,3,Manager,1,Divorced,2078,6660,8,Y,No,14,4,1,8,1,5,3,1,7,14,13,4
1917,32,No,Sales,6,1,Other,1,2,Female,41,1,3,Sales Executive,3,Single,8758,18406,1,Y,No,23,3,2,8,1,21,5,1,23,6,11,11
1918,42,No,Sales,25,2,Life Sciences,1,2,Male,49,1,3,Reseach Director,1,Married,13944,9255,6,Y,No,17,3,2,8,1,39,4,3,21,4,14,1
1919,54,No,Human Resources,12,1,Human Resources,1,2,Male,74,1,1,Sales Representative,3,Single,5896,13248,2,Y,Yes,14,3,3,8,1,8,1,1,39,14,9,16
1920,45,Yes,Sales,22,2,Other,1,3,Male,93,3,4,Reseach Director,1,Married,12276,25058,7,Y,No,19,3,2,8,3,31,4,1,38,13,6,12
1921,27,No,Sales,15,1,Other,1,4,Male,88,3,2,Reseach Director,3,Divorced,19549,13347,3,Y,No,17,3,2,8,3,23,1,4,20,2,0,13
1922,56,No,Human Resources,15,3,Human Resources,1,2,Male,51,3,1,Human Resources,2,Single,8953,13412,3,Y,No,11,3,2,8,1,32,3,1,25,4,2,8
1923,34,No,Sales,16,4,Technical Degree,1,4,Female,76,1,3,Manufacturing Director,3,Married,16943,4308,8,Y,No,11,3,3,8,1,12,3,2,9,11,5,8
1924,56,Yes,Research & Development,29,2,Human Resources,1,4,Female,58,2,1,Reseach Director,2,Divorced,13756,7793,2,Y,No,25,3,3,8,0,34,1,2,12,13,4,8
1925,39,No,Sales,12,4,Human Resources,1,4,Female,74,1,2,Human Resources,4,Divorced,11514,26493,6,Y,Yes,14,4,2,8,0,5,2,1,13,4,4,5
1926,43,No,Sales,28,2,Technical Degree,1,3,Female,38,1,2,Healthcare Representative,2,Divorced,14458,21084,0,Y,Yes,24,3,1,8,1,39,5,3,8,3,8,11
1927,61,No,Research & Development,13,2,Technical Degree,1,3,Female,53,2,4,Research Scientist,1,Divorced,12706,13872,6,Y,Yes,24,4,3,8,1,29,4,4,6,15,5,9
1928,42,No,Research & Development,4,2,Technical Degree,1,3,Male,44,2,3,Healthcare Representative,3,Single,5148,12786,1,Y,No,23,3,2,8,1,37,5,4,38,6,2,4
1929,34,No,Research & Development,7,3,Technical Degree,1,3,Female,65,2,3,Manufacturing Director,3,Married,16230,6901,5,Y,No,19,3,1,8,0,15,5,4,30,2,15,17
1930,30,No,Research & Development,22,1,Technical Degree,1,2,Female,42,2,1,Sales Representative,4,Single,8096,24821,8,Y,Yes,23,3,1,8,1,0,0,1,15,3,14,6
1931,37,No,Sales,2,2,Human Resources,1,1,Male,73,1,3,Healthcare Representative,1,Married,1641,18654,5,Y,No,14,3,3,8,1,17,3,4,7,5,1,12
1932,42,No,Research & Development,26,3,Medical,1,1,Male,65,3,1,Human Resources,2,Divorced,3208,16484,2,Y,No,23,4,1,8,3,21,4,1,14,2,13,0
1933,21,No,Research & Development,27,2,Medical,1,1,Female,90,1,2,Human Resources,1,Single,15557,9863,0,Y,Yes,15,4,3,8,3,25,5,1,24,0,8,5
1934,27,Yes,Human Resources,18,1,Life Sciences,1,2,Female,69,2,2,Laboratory Technician,3,Divorced,12264,26447,3,Y,No,11,3,2,8,0,13,4,2,37,2,14,7
1935,20,Yes,Research & Development,26,2,Medical,1,1,Male,56,3,2,Manager,2,Married,18015,4021,3,Y,No,25,4,3,8,3,36,5,3,40,7,9,8
1936,58,No,Research & Development,15,3,Medical,1,2,Female,30,3,2,Manager,3,Divorced,7082,16398,7,Y,No,24,3,1,8,0,13,3,3,14,15,13,6
1937,62,No,Human Resources,8,1,Human Resources,1,2,Female,63,1,2,Manufacturing Director,3,Single,17753,21024,6,Y,No,12,4,3,8,2,25,5,3,24,6,3,9
1938,35,No,Human Resources,7,3,Technical Degree,1,2,Female,97,1,1,Laboratory Technician,1,Single,11568,23310,6,Y,No,21,3,3,8,1,35,1,4,6,17,10,7
1939,64,No,Sales,15,1,Technical Degree,1,1,Male,50,1,2,Sales Executive,4,Married,17106,16336,6,Y,No,14,4,2,8,0,22,3,2,25,8,4,1
1940,53,No,Human Resources,23,1,Human Resources,1,4,Female,62,3,1,Reseach Director,3,Married,9410,2203,1,Y,No,22,4,1,8,3,1,4,2,7,2,8,17
1941,64,No,Sales,14,4,Medical,1,1,Female,36,3,2,Healthcare Representative,1,Single,12668,13503,8,Y,Yes,14,4,3,8,2,38,6,1,17,17,4,14
1942,39,Yes,Human Resources,8,4,Human Resources,1,1,Male,94,3,1,Reseach Director,2,Single,10131,26424,5,Y,Yes,21,3,2,8,3,6,2,2,20,15,6,5
1943,51,No,Human Resources,28,4,Life Sciences,1,3,Male,32,2,1,Sales Executive,4,Single,14903,19190,1,Y,No,20,4,2,8,0,38,5,1,15,0,1,13
1944,64,No,Sales,12,1,Technical Degree,1,2,Male,80,2,1,Sales Representative,3,Single,1886,13208,0,Y,No,16,3,2,8,2,21,1,2,2,15,1,17
1945,25,Yes,Human Resources,17,2,Other,1,4,Female,83,1,3,Laboratory Technician,3,Married,14784,24510,0,Y,Yes,23,4,2,8,3,27,3,1,0,11,3,2
1946,57,No,Sales,11,3,Life Sciences,1,3,Male,88,3,1,Reseach Director,2,Single,11700,17799,0,Y,Yes,16,3,2,8,2,37,0,4,12,5,7,0
1947,61,No,Human Resources,17,3,Life Sciences,1,4,Female,35,1,1,Laboratory Technician,1,Married,17119,19857,3,Y,Yes,18,3,3,8,1,19,6,2,31,8,1,0
1948,36,No,Research & Development,29,3,Human Resources,1,4,Male,58,3,2,Laboratory Technician,3,Single,3532,5219,3,Y,Yes,22,3,3,8,1,17,6,3,11,12,9,13
1949,59,No,Human Resources,17,4,Medical,1,2,Female,46,1,1,Human Resources,2,Single,13552,15192,8,Y,Yes,23,4,1,8,2,23,3,1,30,11,6,0
1950,58,No,Sales,24,1,Technical Degree,1,1,Male,89,2,1,Research Scientist,3,Divorced,7279,25959,0,Y,Yes,19,4,3,8,3,32,6,2,40,12,15,0
1951,54,No,Human Resources,4,4,Other,1,2,Female,51,3,4,Manufacturing Director,1,Divorced,6097,13295,2,Y,Yes,24,3,1,8,3,25,4,2,1,17,12,3
1952,23,No,Sales,21,2,Life Sciences,1,2,Female,53,2,3,Manager,4,Single,8573,3300,2,Y,No,11,3,1,8,3,18,4,1,40,18,12,11
1953,43,No,Sales,8,1,Other,1,3,Male,80,3,4,Laboratory Technician,1,Married,8075,13409,7,Y,Yes,11,3,1,8,1,12,0,2,7,18,0,14
1954,51,No,Research & Development,5,3,Medical,1,2,Male,79,1,2,Reseach Director,1,Single,7554,2128,1,Y,Yes,25,4,3,8,0,9,1,3,24,18,8,3
1955,62,Yes,Research & Development,21,4,Medical,1,1,Female,40,3,3,Reseach Director,1,Divorced,3330,20304,5,Y,Yes,16,4,2,8,0,13,4,2,4,5,9,9
1956,23,No,Sales,16,4,Other,1,4,Male,85,2,3,Healthcare Representative,2,Single,14141,13344,3,Y,No,14,4,1,8,2,8,1,1,1,15,5,10
1957,54,No,Human Resources,4,2,Technical Degree,1,2,Female,71,3,4,Laboratory Technician,3,Divorced,9339,21817,5,Y,No,21,4,2,8,3,10,1,1,37,6,10,5
1958,50,No,Sales,28,2,Medical,1,4,Male,68,1,3,Research Scientist,4,Single,9303,9098,4,Y,No,14,4,1,8,2,2,3,1,38,6,0,9
1959,39,No,Sales,22,4,Other,1,2,Male,98,3,4,Manufacturing Director,2,Single,14562,17159,8,Y,Yes,11,3,3,8,0,39,1,1,2,18,9,11
1960,38,No,Human Resources,29,2,Life Sciences,1,4,Female,77,2,1,Manufacturing Director,1,Married,6342,26151,8,Y,Yes,19,3,1,8,0,11,5,3,37,15,5,2
1961,23,No,Human Resources,15,3,Other,1,2,Male,86,1,4,Sales Representative,4,Divorced,8867,7439,0,Y,Yes,22,3,3,8,3,34,4,1,21,16,13,14
1962,23,No,Human Resources,12,2,Other,1,3,Male,50,2,3,Sales Representative,1,Divorced,6398,26366,2,Y,No,21,3,2,8,2,38,4,3,39,18,4,15
1963,65,No,Human Resources,5,2,Human Resources,1,4,Female,49,3,3,Healthcare Representative,1,Divorced,19241,2901,0,Y,No,13,4,3,8,3,38,2,3,32,15,13,9
1964,21,Yes,Sales,23,4,Medical,1,2,Female,44,2,2,Manager,1,Married,4214,6210,5,Y,No,25,4,2,8,0,31,6,2,31,15,11,10
1965,47,Yes,Sales,16,4,Technical Degree,1,2,Male,98,3,2,Sales Representative,2,Single,3170,20002,2,Y,No,15,3,3,8,0,38,1,1,16,18,4,15
1966,28,No,Research & Development,14,1,Technical Degree,1,3,Female,80,1,2,Sales Executive,3,Married,18857,15175,0,Y,No,20,4,1,8,3,13,2,3,17,14,4,16
1967,47,No,Sales,10,1,Human Resources,1,3,Male,91,2,2,Healthcare Representative,1,Single,1652,18971,5,Y,No,11,3,1,8,2,0,3,1,2,2,3,13
1968,48,No,Human Resources,7,4,Technical Degree,1,3,Male,66,2,3,Manufacturing Director,3,Married,15995,15279,4,Y,Yes,18,4,3,8,1,26,2,3,5,14,6,15
1969,41,No,Research & Development,13,2,Other,1,4,Female,35,3,2,Manufacturing Director,4,Married,12637,2516,7,Y,No,13,4,2,8,3,36,6,1,12,15,14,13
1970,26,No,Human Resources,20,2,Human Resources,1,4,Female,55,2,4,Research Scientist,4,Divorced,6360,21223,1,Y,No,24,3,2,8,0,0,1,2,30,4,12,5
1971,20,No,Sales,28,1,Life Sciences,1,3,Female,37,2,1,Sales Executive,1,Married,5562,4074,7,Y,No,25,3,2,8,1,28,6,2,16,18,8,9
1972,48,No,Research & Development,29,1,Medical,1,1,Female,33,1,3,Manager,3,Single,7527,19944,4,Y,No,11,3,3,8,3,23,4,3,20,9,12,16
1973,57,No,Human Resources,5,1,Medical,1,1,Female,50,3,2,Reseach Director,3,Married,6732,26204,7,Y,Yes,20,4,3,8,1,16,3,4,15,12,3,9
1974,54,No,Research & Development,29,3,Medical,1,2,Female,60,3,3,Healthcare Representative,1,Married,8955,18010,3,Y,Yes,16,4,3,8,3,34,1,4,16,14,1,9
1975,53,No,Research & Development,3,3,Other,1,1,Male,50,1,2,Sales Representative,2,Single,1619,25246,3,Y,No,11,4,3,8,0,30,3,2,31,11,15,13
1976,41,No,Sales,15,1,Life Sciences,1,2,Male,54,1,3,Human Resources,2,Divorced,5311,17490,3,Y,Yes,25,3,2,8,3,31,0,3,0,16,1,16
1977,48,No,Human Resources,4,2,Human Resources,1,4,Female,44,3,2,Research Scientist,4,Single,2552,14084,5,Y,Yes,25,3,2,8,1,18,1,3,37,14,1,8
1978,23,No,Research & Development,15,1,Human Resources,1,4,Male,64,1,1,Manufacturing Director,4,Single,2475,3325,3,Y,Yes,13,3,3,8,2,30,0,3,7,3,6,14
1979,19,Yes,Research & Development,25,3,Medical,1,1,Male,78,1,2,Human Resources,2,Single,10117,12081,8,Y,Yes,15,4,3,8,0,38,2,2,0,14,3,6
1980,37,Yes,Human Resources,20,2,Life Sciences,1,4,Male,72,1,4,Healthcare Representative,2,Married,15665,16638,8,Y,Yes,14,4,2,8,0,19,1,2,1,16,3,1
1981,45,No,Research & Development,19,3,Life Sciences,1,3,Male,70,3,3,Laboratory Technician,2,Married,7245,10848,2,Y,Yes,17,3,2,8,1,27,0,3,36,10,0,3
1982,28,No,Research & Development,13,2,Life Sciences,1,3,Female,66,1,3,Manager,1,Single,14728,5111,6,Y,Yes,16,3,1,8,3,2,5,2,23,14,3,17
1983,21,No,Research & Development,10,3,Technical Degree,1,1,Male,86,2,4,Laboratory Technician,1,Single,18574,3396,4,Y,No,22,3,3,8,3,31,4,2,26,6,5,10
1984,32,No,Human Resources,21,2,Technical Degree,1,1,Male,71,2,4,Healthcare Representative,1,Divorced,19539,26510,8,Y,Yes,13,4,1,8,3,21,2,1,19,12,1,4
1985,23,No,Human Resources,5,2,Medical,1,2,Female,76,3,1,Laboratory Technician,1,Married,19665,16236,1,Y,No,21,4,2,8,0,14,1,4,20,12,3,7
1986,47,Yes,Human Resources,15,2,Life Sciences,1,4,Female,90,1,3,Manager,1,Married,10052,18608,2,Y,Yes,18,3,2,8,0,37,1,2,36,1,10,4
1987,55,No,Human Resources,23,2,Life Sciences,1,2,Female,43,2,1,Healthcare Representative,1,Married,5545,18924,4,Y,Yes,18,3,3,8,1,18,4,1,34,9,6,1
1988,19,Yes,Sales,20,4,Human Resources,1,2,Female,97,3,3,Human Resources,4,Married,18112,24883,4,Y,Yes,24,3,1,8,3,30,4,4,37,17,12,4
1989,32,No,Research & Development,29,3,Human Resources,1,3,Male,82,2,3,Laboratory Technician,3,Single,11215,12114,6,Y,No,12,4,2,8,3,25,6,3,14,4,8,2
1990,28,No,Human Resources,20,3,Medical,1,3,Female,63,1,1,Manager,4,Single,4651,12442,7,Y,Yes,17,4,1,8,1,4,0,3,29,18,1,11
1991,25,No,Research & Development,25,4,Life Sciences,1,3,Male,53,3,3,Sales Representative,3,Divorced,13071,13910,7,Y,No,24,4,1,8,0,19,0,1,3,1,7,6
1992,43,Yes,Research & Development,20,2,Medical,1,3,Male,49,2,3,Reseach Director,4,Married,17456,2941,0,Y,Yes,11,3,1,8,0,1,0,3,38,3,13,3
1993,62,Yes,Sales,4,2,Human Resources,1,2,Female,98,3,1,Manager,4,Married,14064,23833,0,Y,Yes,12,3,1,8,2,20,6,1,14,15,5,13
1994,61,No,Human Resources,2,3,Human Resources,1,3,Female,59,2,2,Research Scientist,1,Single,1568,6054,2,Y,No,18,3,1,8,2,35,3,1,22,15,7,17
1995,22,No,Human Resources,22,4,Technical Degree,1,4,Female,36,2,1,Reseach Director,1,Divorced,2742,6946,0,Y,Yes,22,3,3,8,3,27,2,3,40,16,1,6
1996,23,No,Research & Development,16,2,Medical,1,3,Female,65,1,3,Sales Representative,3,Single,9870,3631,0,Y,Yes,11,3,3,8,0,19,1,4,14,14,13,14
1997,43,No,Human Resources,18,2,Medical,1,3,Female,67,1,4,Sales Executive,3,Married,2551,20375,7,Y,Yes,12,3,1,8,3,36,2,1,25,12,10,0
1998,21,No,Research & Development,5,2,Life Sciences,1,3,Female,81,2,2,Human Resources,1,Married,10472,5036,0,Y,No,22,3,3,8,0,38,4,4,11,0,0,11
1999,36,No,Research & Development,22,1,Life Sciences,1,1,Male,44,3,4,Manufacturing Director,4,Divorced,3424,23433,8,Y,Yes,11,3,2,8,2,35,5,4,17,4,6,5
2000,37,No,Sales,4,4,Technical Degree,1,4,Male,75,3,2,Sales Representative,3,Single,11992,24419,1,Y,Yes,15,3,1,8,1,10,2,1,5,0,12,12
2001,50,No,Sales,13,2,Other,1,4,Male,52,1,4,Reseach Director,2,Married,13914,5336,8,Y,Yes,17,3,3,8,0,2,2,4,17,11,8,5
2002,37,No,Sales,19,1,Other,1,2,Male,41,2,2,Reseach Director,2,Married,6396,24812,6,Y,No,16,3,3,8,2,36,0,1,23,14,8,12
2003,29,Yes,Research & Development,23,4,Other,1,2,Female,73,1,1,Research Scientist,1,Divorced,9196,15347,8,Y,Yes,16,4,2,8,2,19,4,3,37,3,14,14
2004,64,No,Human Resources,2,2,Medical,1,3,Female,44,2,2,Sales Executive,3,Married,7652,3683,2,Y,No,16,3,2,8,0,31,2,3,27,18,15,15
2005,18,Yes,Sales,25,3,Medical,1,1,Male,78,2,2,Manufacturing Director,1,Married,16676,26429,0,Y,Yes,18,3,2,8,3,24,1,2,14,15,1,7
2006,43,Yes,Human Resources,29,1,Human Resources,1,2,Male,50,1,2,Research Scientist,2,Single,12255,17860,0,Y,Yes,15,4,2,8,0,20,0,3,18,17,15,12
2007,31,No,Sales,22,1,Medical,1,2,Male,44,3,3,Sales Representative,1,Divorced,3467,9947,5,Y,No,25,3,1,8,2,15,6,3,4,16,3,12
2008,55,Yes,Sales,15,2,Medical,1,3,Female,43,1,4,Reseach Director,2,Divorced,7037,26271,6,Y,No,20,4,3,8,0,0,2,2,3,10,12,11
2009,54,No,Research & Development,4,2,Medical,1,3,Female,71,2,1,Sales Representative,3,Divorced,6456,26751,8,Y,No,17,4,3,8,1,22,4,4,16,12,0,16
2010,28,No,Sales,22,1,Technical Degree,1,2,Female,44,1,4,Manager,2,Single,2957,22218,5,Y,No,13,3,2,8,3,23,5,4,9,8,10,2
2011,53,No,Sales,20,3,Medical,1,2,Male,92,3,4,Sales Executive,3,Divorced,7315,20603,4,Y,No,19,3,3,8,0,24,1,2,11,16,6,14
2012,30,No,Research & Development,20,3,Life Sciences,1,4,Male,97,3,1,Human Resources,2,Married,9260,3693,1,Y,Yes,20,4,3,8,2,6,5,2,4,16,1,16
2013,60,Yes,Human Resources,15,4,Life Sciences,1,1,Female,56,2,3,Manager,2,Divorced,9101,14901,1,Y,Yes,13,3,3,8,2,37,4,1,6,4,3,5
2014,20,No,Sales,4,2,Human Resources,1,4,Female,82,1,2,Sales Executive,1,Married,13372,19698,7,Y,No,24,3,2,8,3,38,4,2,22,7,11,11
2015,50,No,Research & Development,9,3,Technical Degree,1,2,Male,81,3,3,Sales Executive,3,Divorced,15075,7782,0,Y,Yes,24,3,3,8,0,34,4,3,1,2,1,3
2016,23,No,Sales,7,4,Life Sciences,1,4,Male,92,1,3,Sales Representative,1,Divorced,17138,14613,7,Y,Yes,16,4,3,8,2,13,5,3,29,5,0,11
2017,27,No,Research & Development,19,3,Technical Degree,1,4,Female,82,3,2,Manager,1,Single,16785,3934,6,Y,No,13,4,3,8,3,8,3,3,36,2,6,1
2018,22,Yes,Human Resources,26,2,Technical Degree,1,2,Male,86,2,4,Sales Representative,3,Divorced,1198,12575,6,Y,No,11,3,1,8,1,2,1,1,4,7,5,6
2019,40,No,Human Resources,6,4,Human Resources,1,3,Female,81,2,2,Sales Representative,3,Divorced,12761,10150,4,Y,No,11,3,1,8,3,37,4,1,19,11,15,15
2020,27,No,Research & Development,6,4,Technical Degree,1,2,Female,72,1,1,Sales Representative,4,Single,8491,15796,2,Y,Yes,13,4,3,8,0,19,3,1,25,3,1,11
2021,61,No,Research & Development,20,4,Medical,1,3,Male,36,2,2,Reseach Director,2,Married,17688,7657,6,Y,No,14,4,3,8,0,40,0,1,38,1,13,15
2022,19,No,Research & Development,15,3,Technical Degree,1,2,Male,71,3,4,Reseach Director,4,Divorced,1808,13180,6,Y,Yes,24,3,3,8,2,32,3,4,5,9,3,13
2023,30,No,Human Resources,15,2,Human Resources,1,2,Male,33,2,3,Manufacturing Director,2,Divorced,10943,6580,6,Y,No,12,3,3,8,1,40,0,1,28,14,11,0
2024,57,No,Sales,25,4,Human Resources,1,2,Female,98,3,3,Human Resources,2,Married,9797,26676,1,Y,No,19,3,3,8,0,31,5,1,9,12,10,8
2025,19,No,Human Resources,20,1,Human Resources,1,1,Male,34,3,2,Research Scientist,2,Single,10918,25426,2,Y,No,25,4,3,8,2,35,6,2,15,14,2,6
2026,37,No,Research & Development,9,2,Life Sciences,1,3,Male,70,2,1,Human Resources,1,Divorced,13424,10998,2,Y,No,21,4,1,8,3,25,6,4,33,18,11,4
2027,18,No,Research & Development,4,1,Medical,1,1,Female,33,3,4,Laboratory Technician,1,Single,11799,4019,3,Y,Yes,18,3,2,8,3,4,3,3,30,17,2,9
2028,54,No,Human Resources,18,1,Life Sciences,1,2,Female,31,3,3,Research Scientist,3,Married,14855,17604,8,Y,Yes,22,4,3,8,0,29,5,2,35,12,2,9
2029,26,No,Research & Development,18,4,Other,1,4,Male,96,1,2,Manufacturing Director,2,Married,5723,10393,0,Y,Yes,23,3,3,8,1,16,4,1,40,0,10,17
2030,34,No,Human Resources,5,4,Medical,1,1,Female,50,1,1,Healthcare Representative,2,Single,12417,23405,6,Y,No,13,3,3,8,2,5,3,3,4,15,3,6
2031,26,Yes,Research & Development,20,3,Technical Degree,1,3,Female,99,1,1,Research Scientist,2,Married,3848,10549,6,Y,Yes,17,3,2,8,0,14,3,3,32,7,0,17
2032,28,Yes,Sales,23,3,Human Resources,1,2,Female,72,2,3,Sales Executive,1,Married,4522,7584,3,Y,Yes,14,3,3,8,2,0,4,3,18,5,0,12
2033,32,No,Sales,11,3,Other,1,1,Male,98,1,3,Healthcare Representative,3,Divorced,14610,5315,0,Y,Yes,15,3,3,8,3,12,0,2,31,2,6,10
2034,41,No,Research & Development,5,2,Medical,1,4,Male,38,3,4,Human Resources,1,Single,2144,24603,2,Y,No,14,4,2,8,2,33,4,4,22,15,4,9
2035,55,No,Human Resources,22,3,Life Sciences,1,1,Female,57,2,1,Healthcare Representative,4,Divorced,12922,23547,4,Y,Yes,19,4,3,8,3,29,1,4,2,1,2,8
2036,52,No,Sales,26,1,Human Resources,1,3,Female,55,2,4,Human Resources,4,Single,11110,3046,1,Y,No,21,3,2,8,1,18,6,3,0,1,8,14
2037,47,No,Human Resources,4,3,Life Sciences,1,1,Female,32,2,1,Manager,4,Divorced,19640,25526,6,Y,No,17,4,2,8,1,1,6,1,35,14,4,13
2038,48,Yes,Research & Development,18,4,Medical,1,4,Male,78,2,1,Laboratory Technician,3,Married,7557,11633,6,Y,Yes,23,3,3,8,3,11,3,4,40,9,9,2
2039,22,No,Human Resources,12,3,Medical,1,4,Female,46,3,2,Manufacturing Director,4,Single,5525,17099,4,Y,Yes,14,4,1,8,0,39,1,4,27,0,2,13
2040,61,No,Sales,2,2,Other,1,3,Female,92,3,3,Manufacturing Director,3,Single,5111,3666,5,Y,No,23,4,1,8,3,23,4,1,38,14,8,15
2041,31,Yes,Human Resources,19,2,Technical Degree,1,4,Male,84,1,1,Sales Executive,2,Single,17226,25144,0,Y,No,18,4,3,8,2,10,6,2,4,0,0,2
2042,28,No,Human Resources,10,1,Life Sciences,1,2,Female,52,2,4,Laboratory Technician,1,Single,18941,17766,3,Y,No,12,4,2,8,2,1,5,2,12,15,13,7
2043,26,No,Research & Development,9,2,Other,1,4,Male,63,1,3,Laboratory Technician,3,Married,5520,17518,3,Y,Yes,17,3,2,8,2,0,4,1,10,17,8,1
2044,51,Yes,Research & Development,21,3,Human Resources,1,2,Male,98,3,4,Sales Executive,2,Married,15033,9187,7,Y,No,21,4,2,8,0,27,2,2,21,4,13,1
2045,29,No,Research & Development,7,4,Technical Degree,1,1,Male,44,2,3,Human Resources,1,Married,12422,14115,1,Y,No,11,4,3,8,1,3,1,3,22,4,4,17
2046,52,No,Sales,4,2,Other,1,2,Female,76,3,3,Sales Executive,3,Divorced,17328,26196,0,Y,No,18,4,1,8,1,40,6,4,11,9,5,6
2047,52,No,Sales,19,1,Life Sciences,1,2,Female,32,1,1,Human Resources,4,Married,13724,5347,6,Y,Yes,23,4,2,8,2,29,2,2,20,11,1,16
2048,18,No,Research & Development,10,3,Medical,1,1,Male,57,3,2,Sales Executive,3,Divorced,8984,3150,5,Y,No,24,4,2,8,0,6,1,3,18,9,7,5
2049,57,No,Research & Development,3,1,Human Resources,1,4,Female,32,2,1,Research Scientist,2,Divorced,13630,4049,4,Y,No,22,4,3,8,2,21,5,3,4,1,14,9
2050,39,No,Sales,25,2,Life Sciences,1,2,Male,33,2,3,Research Scientist,1,Married,11520,25124,7,Y,No,24,4,1,8,1,25,2,3,23,0,15,6
2051,46,No,Sales,21,2,Technical Degree,1,4,Female,60,1,1,Manager,3,Married,11567,7036,1,Y,No,23,4,1,8,3,28,2,3,29,15,2,3
2052,25,No,Sales,29,1,Technical Degree,1,1,Male,74,2,1,Reseach Director,1,Married,1535,7150,1,Y,No,25,3,3,8,2,24,1,3,7,17,0,10
2053,28,No,Sales,19,3,Medical,1,3,Male,88,3,3,Sales Executive,4,Divorced,2762,4611,8,Y,Yes,16,3,1,8,2,9,4,1,1,6,6,15
2054,58,No,Research & Development,21,2,Medical,1,4,Female,74,3,3,Laboratory Technician,1,Single,15665,13937,0,Y,Yes,22,3,3,8,2,19,0,4,33,3,11,16
2055,54,Yes,Sales,2,4,Human Resources,1,4,Female,66,3,1,Research Scientist,1,Married,11229,26389,5,Y,No,15,4,2,8,1,13,4,4,22,9,2,5
2056,31,No,Research & Development,27,2,Human Resources,1,3,Female,94,3,1,Sales Representative,4,Divorced,19047,4662,2,Y,No,19,3,3,8,0,32,0,1,2,9,3,17
2057,47,No,Human Resources,20,3,Medical,1,3,Female,38,1,1,Human Resources,4,Divorced,13750,9542,4,Y,No,19,3,2,8,3,4,1,1,23,10,14,14
2058,52,No,Human Resources,10,2,Medical,1,1,Male,46,3,4,Research Scientist,4,Married,5850,22363,7,Y,No,13,3,3,8,3,5,3,3,17,2,4,1
2059,38,Yes,Sales,2,1,Technical Degree,1,4,Male,94,1,1,Research Scientist,2,Divorced,5050,9795,6,Y,No,19,4,2,8,3,21,4,2,36,13,0,5
2060,54,No,Human Resources,2,2,Medical,1,4,Female,32,3,4,Human Resources,3,Married,9974,24893,3,Y,No,23,3,2,8,2,16,2,4,30,12,10,11
2061,22,No,Human Resources,28,2,Other,1,1,Female,55,1,2,Manufacturing Director,3,Divorced,15427,17990,7,Y,Yes,25,3,3,8,1,14,4,2,13,18,10,0
2062,36,No,Human Resources,24,3,Life Sciences,1,4,Male,82,3,4,Healthcare Representative,4,Single,5426,16481,1,Y,No,23,3,2,8,3,38,1,4,0,9,8,10
2063,31,No,Sales,17,1,Medical,1,2,Female,60,3,1,Human Resources,1,Divorced,9986,17506,6,Y,No,19,3,1,8,2,39,3,3,13,14,6,3
2064,43,No,Sales,16,3,Human Resources,1,2,Female,55,1,2,Manager,4,Married,15596,2836,4,Y,Yes,12,3,3,8,0,27,3,2,40,7,1,5
2065,21,No,Human Resources,16,2,Other,1,2,Female,52,2,4,Human Resources,2,Single,1457,24896,5,Y,Yes,15,3,1,8,2,1,4,4,4,16,12,7
2066,42,No,Research & Development,14,4,Human Resources,1,4,Female,59,2,4,Human Resources,4,Married,5594,5606,2,Y,Yes,21,3,2,8,3,17,4,4,30,5,0,8
2067,62,No,Human Resources,7,2,Other,1,2,Male,39,2,3,Reseach Director,3,Divorced,13760,21406,6,Y,Yes,12,4,2,8,3,26,5,3,30,6,15,9
2068,59,No,Sales,21,3,Medical,1,2,Male,93,1,2,Human Resources,4,Single,9117,24013,6,Y,No,11,3,2,8,0,20,4,2,29,13,15,9
2069,42,No,Sales,11,4,Life Sciences,1,1,Female,51,2,3,Healthcare Representative,1,Single,16543,12963,1,Y,Yes,17,3,3,8,1,22,1,3,35,7,13,9
2070,35,No,Sales,24,3,Human Resources,1,1,Male,44,2,2,Healthcare Representative,3,Divorced,12452,15628,0,Y,Yes,14,4,2,8,0,6,0,2,0,11,10,3
2071,57,No,Human Resources,1,3,Other,1,3,Female,85,1,4,Sales Representative,1,Single,1303,25189,1,Y,Yes,15,4,1,8,0,18,5,2,2,17,1,17
2072,25,No,Research & Development,11,1,Technical Degree,1,3,Female,49,2,3,Manufacturing Director,4,Single,2247,2267,7,Y,No,14,4,1,8,3,8,0,4,19,13,2,11
2073,56,No,Sales,23,4,Medical,1,3,Female,76,2,1,Human Resources,3,Single,16330,19041,2,Y,No,16,4,3,8,3,11,2,1,20,0,11,10
